Mass    X     Y     Z    V_X   V_Y   V_Z
0.340187717154710 -0.604897261413232 -0.067808844413519 0.000000000000000 0.000213937752514 0.374832180982310 0.000000000000000 
0.249462259001779 -0.815873529210628 -1.244899293521838 0.000000000000000 0.000419026473965 0.185153242944959 0.000000000000000 
0.145276226403786 2.823804790072052 -1.123137212648586 0.000000000000000 0.000147301562044 0.200871150793587 0.000000000000000 
0.082300273332419 1.493359266544394 -0.725280966016129 0.000000000000000 0.000210064126859 0.102541415680607 0.000000000000000 
0.010593284159244 -0.834987194200506 -0.068339001186350 0.000000000000000 -0.000107095384555 0.077257109125528 0.000000000000000 
0.070911699900207 -3.119251531138667 2.510250219847193 0.000000000000000 0.000106559093393 0.053850748632451 0.000000000000000 
0.071114142757827 5.922967782673878 8.673560225485618 0.000000000000000 0.000073512523536 0.047790201019058 0.000000000000000 
0.041654817750284 3.900979315815949 -8.064767917648314 0.000000000000000 -0.000045783215631 0.041380499444253 0.000000000000000 
0.024439776301796 1.665718539927956 -1.768141015091976 0.000000000000000 -0.000043343181483 0.054463558198051 0.000000000000000 
0.015288412694488 -3.432511237185687 4.593909969364250 0.000000000000000 -0.000027679818462 0.087321731430686 0.000000000000000 
0.044033018448151 -1.397066066226487 -12.502275659238116 0.000000000000000 0.000008734918161 0.026304709064932 0.000000000000000 
0.030381580033362 -5.014721137012691 3.711917749471925 0.000000000000000 -0.000023259565905 0.023363531464500 0.000000000000000 
0.008128680023926 -11.113829723612326 -6.575953007245414 0.000000000000000 -0.000052727366643 0.101022285663653 0.000000000000000 
0.018262358074864 -4.529198036775552 11.897843745955193 0.000000000000000 0.000029701299281 0.032516654802150 0.000000000000000 
0.020606353904093 8.426050624542892 3.538568125124351 0.000000000000000 0.000003432948734 0.039236493172526 0.000000000000000 
0.001141665372947 12.104886276696291 -11.641492785718986 0.000000000000000 0.000021825655461 0.028045584297204 0.000000000000000 
0.001932117061713 -4.006317027381770 2.668136186976050 0.000000000000000 0.000040459956691 0.068135452552398 0.000000000000000 
0.019284677661933 4.282500016634584 -10.517103905564689 0.000000000000000 -0.000020752272035 0.019923522753782 0.000000000000000 
0.005551510946469 16.434414718968057 -0.318807833743656 0.000000000000000 -0.000018469324516 0.053453850252970 0.000000000000000 
0.001471789496239 6.576576394297451 2.313390985277199 0.000000000000000 -0.000001018999820 0.015147278766218 0.000000000000000 
0.012046069566537 13.143774559788302 -27.800435662875152 0.000000000000000 -0.000003537880990 0.013861721226411 0.000000000000000 
0.012766542839836 20.560184893459166 26.715579542198952 0.000000000000000 -0.000028088393782 0.036427984640196 0.000000000000000 
0.005497572186898 4.431663411404779 -33.195157908692565 0.000000000000000 -0.000004523345535 0.022206344964895 0.000000000000000 
0.016642970089246 -18.128360931821337 -22.747231838641326 0.000000000000000 -0.000040511145256 0.018182933631982 0.000000000000000 
0.004250156369177 20.619527085507066 23.542775265426734 0.000000000000000 -0.000013790710668 0.030865469711201 0.000000000000000 
0.015545659069978 -16.168692127880032 -19.956408217063363 0.000000000000000 -0.000018694688342 0.018754709733706 0.000000000000000 
0.008496211112673 -26.100868611177834 -8.020186529737053 0.000000000000000 0.000019200624062 0.011928714703701 0.000000000000000 
0.000958220958823 0.805402109774481 38.552378546703785 0.000000000000000 0.000014875889314 0.178416195773755 0.000000000000000 
0.014330655335025 26.770780073372080 24.142934555952870 0.000000000000000 -0.000027484115627 0.014196114265632 0.000000000000000 
0.008695399974797 11.547807669987812 9.044293991310662 0.000000000000000 -0.000019275789857 0.029260328487009 0.000000000000000 
0.003248390405179 -4.106977951297062 -38.670828078487339 0.000000000000000 -0.000020830130289 0.013235006870118 0.000000000000000 
0.010075808063592 -8.051146347099518 23.738603923348055 0.000000000000000 0.000004925782314 0.009723732715428 0.000000000000000 
0.010432764815058 -26.031964069712892 -29.727339762368864 0.000000000000000 -0.000012448406008 0.012613510470606 0.000000000000000 
0.008038263121145 18.661403620923593 -32.743362455509299 0.000000000000000 -0.000023283871710 0.018192140218478 0.000000000000000 
0.011472817602189 -1.985284009475859 -20.877269838646647 0.000000000000000 -0.000018024146738 0.010511046885398 0.000000000000000 
0.012769899886719 35.582110024794055 42.370970685207730 0.000000000000000 0.000001806341462 0.017908303837398 0.000000000000000 
0.005226223989986 -11.150019227596939 -45.030493365847740 0.000000000000000 0.000019123486768 0.014627579762430 0.000000000000000 
0.010283331005525 -7.928000689450650 52.297893598348779 0.000000000000000 -0.000014744560155 0.009885162092840 0.000000000000000 
0.001623762646873 36.078986284825476 48.771555927242872 0.000000000000000 0.000024020241214 0.007302366717693 0.000000000000000 
0.005545560895952 14.020410615029002 -58.971766232965408 0.000000000000000 0.000011485078319 0.007841629518278 0.000000000000000 
0.008579749953045 3.913272956811483 -5.820217629578065 0.000000000000000 -0.000015234479563 0.009234619617456 0.000000000000000 
0.000043698436867 16.270133904307208 28.220884538824148 0.000000000000000 -0.000022639262135 0.013259328017058 0.000000000000000 
0.005701265219265 3.589899867116428 30.891209120578690 0.000000000000000 -0.000010325365304 0.019208663000018 0.000000000000000 
0.003284368300435 -15.624291775573180 11.126030067506260 0.000000000000000 -0.000003304759222 0.009118004717110 0.000000000000000 
0.000505086433171 38.295997433967891 -63.233141918076733 0.000000000000000 0.000010082051587 0.009869352127278 0.000000000000000 
0.007985249666531 44.293699613909091 -68.993530883450774 0.000000000000000 0.000003791174013 0.018384757472286 0.000000000000000 
0.003667531472337 -37.494370627447204 37.939502525347983 0.000000000000000 -0.000002199051338 0.007079447912342 0.000000000000000 
0.006619730817016 42.140481499089155 9.802944720630967 0.000000000000000 0.000016960268819 0.023920207511209 0.000000000000000 
0.004907153059676 -42.388699028356328 33.559464071439322 0.000000000000000 0.000009787511171 0.011705775269753 0.000000000000000 
0.002138054786314 -4.063526473037676 73.422420419949304 0.000000000000000 0.000005906892971 0.010219431412751 0.000000000000000 
0.009087920745538 -8.799353347997812 33.279405855005322 0.000000000000000 -0.000002395141570 0.005392789537083 0.000000000000000 
0.000160949676408 44.334555838412868 -55.497582603943336 0.000000000000000 0.000018981835232 0.006750984108249 0.000000000000000 
0.009303969445244 -39.859236305979657 -3.266643225572369 0.000000000000000 -0.000016822111634 0.006489974941670 0.000000000000000 
0.009245207076196 8.499867121921788 19.924025804234674 0.000000000000000 -0.000010681322669 0.009294232075633 0.000000000000000 
0.005340971812892 -18.941446204642507 -79.909625413087028 0.000000000000000 -0.000001190030279 0.006018046042075 0.000000000000000 
0.004316841582616 -50.531508994536246 -33.226237567712666 0.000000000000000 0.000007062178932 0.008445918435500 0.000000000000000 
0.005062989782645 -9.816075166136063 -6.729452544930133 0.000000000000000 -0.000016231356564 0.009914095816792 0.000000000000000 
